index,current_path,filename,normalized_basename,size_bytes,size_human,duration_seconds,duration_human,video_codec,audio_codec,width,height,jellyfin_item_id,jellyfin_name,in_yes_folder_queue,has_media_ingest_json,has_face_meta_json,other_sidecars,model_person_smart_metadata_presence,why_missing,nearest_weak_candidate,nearest_source,nearest_score,nearest_class,nearest_reasons,recommended_next_action
42,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 959.mkv,@MLHUBOF Telegram 🌌🔥 - 959.mkv,mlhubof telegram 959,11615114,11.08 MiB,139.715,2:20,hevc,aac,1350,1080,E9DA57AA-2464-BA13-F6BD-041E8C2D59C6,@MLHUBOF Telegram 🌌🔥 - 959,false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\CeCe Rose Leaked Video Teasing Her Dirty Nude OF Secret.mp4,windows-backup,0.22,weak/near only,duration <=5s; same audio codec; mp4-like container,keep MKV and Mac-optimize to MP4
43,/mnt/spirit-8tb/media/yes/models/cute-geekie/@MLHUBOF Telegram 🌌🔥 - 870.mkv,@MLHUBOF Telegram 🌌🔥 - 870.mkv,mlhubof telegram 870,6516842,6.21 MiB,82.656,1:23,hevc,aac,1080,1920,8771082C-F70D-591D-BD75-0D2B14AEF0F8,@MLHUBOF Telegram 🌌🔥 - 870,false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\Devorah Roloff Video 47 Newest Porn Leaks - OnlyFans Leak Video.mp4,windows-backup,0.34,weak/near only,duration <=1.5s; same audio codec; mp4-like container,manual search by filename
44,/mnt/spirit-8tb/media/yes/models/sava-schultz/(21).mkv,(21).mkv,,3763821,3.59 MiB,45.287,0:45,hevc,aac,720,1280,761A8078-7178-9F3E-E9DD-5BDE778DE4B3,(21),true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",/mnt/spirit-8tb/media-originals/keep-for-30-days/yes/mi-mqh2y193-1b3b0e1c/models/sava-schultz/Savaschultz savaschulz savashultz Exclusive Leaked Nude OnlyFans(11).mp4,dell-original,0.4,weak/near only,duration <=1.5s; same aspect; same audio codec; similar size; mp4-like container,investigate renamed backup file
45,/mnt/spirit-8tb/media/yes/models/sava-schultz/(28).mkv,(28).mkv,,2784959,2.66 MiB,33.525,0:34,hevc,aac,720,1280,323BE3BA-E4F7-0E18-988E-C9F7B22287E7,(28),true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\Sava schultz savaschultz 1 nectgbustytiktokteenpussybig boobshot(1).mp4,windows-backup,0.4,weak/near only,duration <=1.5s; same aspect; same audio codec; similar size; mp4-like container,investigate renamed backup file
46,/mnt/spirit-8tb/media/yes/models/sava-schultz/(116).mkv,(116).mkv,,1972188,1.88 MiB,23.765,0:24,hevc,aac,720,1280,39A6F0E7-A4BE-F881-2C84-2FD5D90B8969,(116),true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\(116).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
47,/mnt/spirit-8tb/media/yes/models/sava-schultz/(19).mkv,(19).mkv,,4171818,3.98 MiB,50.208,0:50,hevc,aac,720,1062,4A27D0D8-D612-8FBA-F73A-12A92A16E242,(19),true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\(19).MP4,android-backup,0.37,weak/near only,duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
48,/mnt/spirit-8tb/media/yes/models/sava-schultz/(31).mkv,(31).mkv,,2609545,2.49 MiB,31.398,0:31,hevc,aac,720,1280,2983D100-FAD7-A56E-C9A1-BEC0A7405A65,(31),true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\Sava schultz savaschultz 1 nectgbustytiktokteenpussybig boobshot(1).mp4,windows-backup,0.4,weak/near only,duration <=1.5s; same aspect; same audio codec; similar size; mp4-like container,investigate renamed backup file
49,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (288).mkv,✨@ofxmega on [TELEGRAM] (288).mkv,ofxmega on,1506193,1.44 MiB,18.135,0:18,hevc,aac,694,1232,97FC4ADD-CCC8-8AE2-2690-4C73478841A5,✨@ofxmega on [TELEGRAM] (288),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (288).M4V,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
50,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (278).mkv,✨@ofxmega on [TELEGRAM] (278).mkv,ofxmega on,1892093,1.80 MiB,22.806,0:23,hevc,aac,634,1020,B3E0D7D0-9F9B-90F1-C514-9FF107EB68D2,✨@ofxmega on [TELEGRAM] (278),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (278).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
51,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (279).mkv,✨@ofxmega on [TELEGRAM] (279).mkv,ofxmega on,1834473,1.75 MiB,22.139,0:22,hevc,aac,672,1232,BE83FAC6-A49D-7B03-15AE-80B8CF672B6F,✨@ofxmega on [TELEGRAM] (279),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (279).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
52,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (86).mkv,✨@ofxmega on [TELEGRAM] (86).mkv,ofxmega on,1518998,1.45 MiB,18.302,0:18,hevc,aac,720,1148,C613DD6D-0569-E8C4-5D84-1701F29A8013,✨@ofxmega on [TELEGRAM] (86),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",/mnt/spirit-8tb/media-originals/keep-for-30-days/yes/mi-mqfra6uc-c05d8f00/models/sava-schultz/Savaschultz savaschulz savashultz Exclusive Leaked Nude OnlyFans(13).mp4,dell-original,0.34,weak/near only,duration <=1.5s; same audio codec; mp4-like container,manual search by filename
53,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (274).mkv,✨@ofxmega on [TELEGRAM] (274).mkv,ofxmega on,2029464,1.94 MiB,24.474,0:24,hevc,aac,672,1232,45A2FF6D-352C-6B79-6403-4F0205BD6036,✨@ofxmega on [TELEGRAM] (274),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (274).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
54,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (299).mkv,✨@ofxmega on [TELEGRAM] (299).mkv,ofxmega on,1283751,1.22 MiB,15.424,0:15,hevc,aac,888,1658,5D29B58A-D5F3-26DD-A80B-C74C1A635DA9,✨@ofxmega on [TELEGRAM] (299),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (299).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
55,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (286).mkv,✨@ofxmega on [TELEGRAM] (286).mkv,ofxmega on,1530259,1.46 MiB,18.427,0:18,hevc,aac,680,1276,3608500D-D189-E450-75C8-5F5E042A3655,✨@ofxmega on [TELEGRAM] (286),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (286).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
56,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (295).mkv,✨@ofxmega on [TELEGRAM] (295).mkv,ofxmega on,1350325,1.29 MiB,16.216,0:16,hevc,aac,696,1276,9AAC2452-4217-BF96-6DB1-78EDD58DBC42,✨@ofxmega on [TELEGRAM] (295),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (295).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
57,/mnt/spirit-8tb/media/yes/models/jazmen-jafar/✨@ofxmega on [TELEGRAM] (276).mkv,✨@ofxmega on [TELEGRAM] (276).mkv,ofxmega on,2016714,1.92 MiB,24.266,0:24,hevc,aac,696,1276,58D52AA8-360C-E6E6-4FFD-F10498E514FA,✨@ofxmega on [TELEGRAM] (276),false,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\✨@ofxmega on [TELEGRAM] (276).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
58,/mnt/spirit-8tb/media/yes/models/angela-white/556530_720p.mkv,556530_720p.mkv,556530 720p,128939503,122.97 MiB,1561.426,26:01,hevc,aac,1280,720,A9B18425-B2D8-8FF1-977E-BA341FAC49A7,556530_720p,true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\15517_720p.mp4,android-backup,0.02,weak/near only,numeric id; duration mismatch 1318.8s; same resolution; same audio codec; mp4-like container,keep MKV and Mac-optimize to MP4
59,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (224).mkv,PlugLeakz.net - Join Telegram @PlugLeaksHub (224).mkv,plugleakz net join telegram plugleakshub,56868809,54.23 MiB,684.592,11:25,hevc,aac,1080,1920,2E44C35B-8582-7F31-DB07-2C1E143CF90B,PlugLeakz.net - Join Telegram @PlugLeaksHub (224),true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\PlugLeakz.net - Join Telegram @PlugLeaksHub (224).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
60,/mnt/spirit-8tb/media/yes/models/sendnudesx/PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mkv,PlugLeakz.net - Join Telegram @PlugLeaksHub (198).mkv,plugleakz net join telegram plugleakshub,19923932,19.00 MiB,239.815,3:60,hevc,aac,1080,1920,4E59A8A1-6A18-DC93-7453-7422F1CF76C2,PlugLeakz.net - Join Telegram @PlugLeaksHub (198),true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\PlugLeakz.net - Join Telegram @PlugLeaksHub (198).MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
61,/mnt/spirit-8tb/media/yes/models/yummy-couple/Ayucpl.mkv,Ayucpl.mkv,ayucpl,53914063,51.42 MiB,648.973,10:49,hevc,aac,1920,1080,BC075548-275C-3604-00D5-542DAD61CB80,Ayucpl,true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\Ayucpl.MP4,android-backup,0.37,weak/near only,duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
62,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__297.mkv,OF4LM.COM is our home__297.mkv,of4lm com is our home 297,3216007,3.07 MiB,38.593,0:39,hevc,aac,990,588,3F190B41-A118-2724-17FB-5ACD6C88B9D2,OF4LM.COM is our home__297,true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\OF4LM.COM is our home__297.MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
63,/mnt/spirit-8tb/media/yes/models/kinkykttn/OF4LM.COM is our home__282.mkv,OF4LM.COM is our home__282.mkv,of4lm com is our home 282,10620971,10.13 MiB,127.786,2:08,hevc,aac,1280,720,166B714B-322F-E4E7-13E9-6EC263640B93,OF4LM.COM is our home__282,true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\OF4LM.COM is our home__282.MP4,android-backup,0.45,weak/near only,numeric id; duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
64,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 61.mkv,JoinUs @RisqueMega 61.mkv,joinus risquemega 61,61030387,58.20 MiB,734.642,12:15,hevc,aac,1920,1080,414833CE-58A9-62B2-EF8B-8260A8F3CB8E,JoinUs @RisqueMega 61,true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",/mnt/spirit-8tb/media-originals/keep-for-30-days/yes/mi-mqk95gyv-8126ec27/models/emiliaofficial/Emilia Bunny Sexy Schoolgirl in Pantyhose Helps with Homework Be.mp4,dell-original,0.37,weak/near only,duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
65,/mnt/spirit-8tb/media/yes/models/chloe-lamb/JoinUs @RisqueMega 25.mkv,JoinUs @RisqueMega 25.mkv,joinus risquemega 25,85129070,81.19 MiB,1024.682,17:05,hevc,aac,1080,1920,C8D64396-145A-4469-3998-157272052299,JoinUs @RisqueMega 25,true,true,true,,face_meta; media_ingest,"best MP4/M4V/MOV candidate score below possible threshold 0.50 across Dell originals, Windows backup, and Android backup",D:\tempVidStorage\anrdoidBackup\JoinUs @RisqueMega 25.MP4,android-backup,0.37,weak/near only,duration <=1.5s; same resolution; same audio codec; very different size; mp4-like container,investigate renamed backup file
