source_path,size_bytes,duration,container,video_codec,audio_codec,width,height,bitrate,faststart_status,recommended_profile,delete_after_verify
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - ripped fishnets + mini skirt💦💕 [2004340470160228353].mp4,877702,4.173333,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1682495,moov-before-mdat,remux-faststart-only,yes
"/mnt/spirit-8tb/media/tempTwitter/ᕱ⑅ᕱ - if ur my bf, i’m sending u vids like this every night [1699132203651981312].mp4",897086,8.891791,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,807113,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ᕱ⑅ᕱ - can’t get enough of me [1622343250983137280].mp4,897227,8.079093,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,888443,moov-before-mdat,remux-faststart-only,yes
"/mnt/spirit-8tb/media/tempTwitter/Pearl ✿ - Bye bye shorts, hello booty! [2003478459717128192].mp4",905588,9.633333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,960,752045,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - ok i learned i can make it clap [2006220290322534400].mp4,906374,5.828209,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1244120,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝓟𝓾𝓹𝓹𝔂𝓑𝓾𝓷𝓼 ໒꒰´ཀ`꒱১ - OMG I FORGOT TO POST THIS FOR PUPBUNS DAY BAHAHAHA [1963644374786428928].mp4,917708,9.380862,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1278,656,782621,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - anyone awake ？ ：3 [1733658432732110848].mp4,918421,11.424218,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,643139,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Liv - rawr [1930397911210233856].mp4,928446,5,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,1280,1485513,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - suckable enough for you？ ♡ [1861493490762276865].mp4,945006,4.966667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1702,1080,1522157,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Hehe don’t watch in public [1872385504630751232].mp4,955795,10.959819,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,697672,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/NATALIE 🍒 ROXANNE - Wataa 💦 [1874861486327422976].mp4,968140,5.990748,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1292846,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ᕱ⑅ᕱ - can’t remember if i posted this but it doesn’t hurt to see it again  ... [1690833438503530496].mp4,975499,10.401088,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,856,750305,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - ＊grinds on you＊ [2002927243660873728].mp4,982311,6.501587,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1004,702,1208703,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - my ass ate my shorts 😐 [2006992521725890560].mp4,994214,7.035646,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1024,768,1130487,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/zoey! - Messi or Ronaldo？ ⚽️ [1882527331333349376].mp4,995658,6.501587,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1225126,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - insert face here ;c 🤍 [1820263362342666240].mp4,1000444,6.571247,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1217965,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/‧͙⁺˚＊･༓☾ bunny ☽༓･＊˚⁺‧͙ - Peekaboo! [1487504108777058311].mp4,1032654,12.166667,"mov,mp4,m4a,3gp,3g2,mj2",h264,,672,1232,679005,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Wata 💦 [1978913422709268481].mp4,1043934,11.284898,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,740057,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/BBW Queen Aaliyah 👑 - wataa 🛗 [1978270013191532544].mp4,1044564,5.526349,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,960,1512121,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Wataa ;) [1899918798888521728].mp4,1050659,12.863855,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,653402,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Ema - Hi = 🍒 Heyy = 🍑 Then check ur messages 👀 [1977813597850849280].mp4,1055880,5.7,"mov,mp4,m4a,3gp,3g2,mj2",h264,,720,1280,1481936,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - creamy gf💦 [2002500089818816513].mp4,1065743,6.292608,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1354914,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - R they big enough for u ？ [1874879053637050368].mp4,1084231,11.517098,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,560,753127,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Amberny ♡ - hehe yea [1965909378416193536].mp4,1086019,8.080544,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1212,1075193,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Bibi - wataa [1992993669394178050].mp4,1115727,5.03873,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1771441,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - destroying my fu＊king throat ♡ [1897385556092272640].mp4,1127545,8.661043,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1310,720,1041486,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/‧͙⁺˚＊･༓☾ bunny ☽༓･＊˚⁺‧͙ - Chudai [1952708634313465856].mp4,1127932,6.849887,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1317314,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/༺diosa༻ - wataa 💛 [2020263215549079552].mp4,1131569,5.665669,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1597790,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - who up rn playing w they worm [1570344136716480513].mp4,1140697,11.631746,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,784540,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/パイズリアーカイブス - ニットからこぼれる超乳…えっぐ…♡ [1982921437125169152].mp4,1141467,10.01001,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1280,720,912260,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/🤠 briii 🤠 - Can I use your 🍆 instead？ [1889783517132750848].mp4,1146686,7.105306,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1291075,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝖍𝖆𝖎𝖑𝖊𝖞 𝖖𝖚𝖊𝖊𝖓 🔥 - wataa 🍆 [1910350660685463552].mp4,1147216,6.455147,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1082,1080,1421769,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ROXANNE 🖤 - Whos up next ？ [1706392919001927683].mp4,1148378,9.286531,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1174,989284,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/kimchi.delight - he wanted it slow ：p [1903026066773463040].mp4,1150074,14.016,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,604,1074,656434,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/clair ：3 - play w me #nsfwtwt [1938463222224580608].mp4,1153259,12.631655,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,628,730392,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Gianna J - Chudai 🥵 [2010206448291045376].mp4,1178400,12.190476,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,758,720,773325,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - ready to sit on someone (‘-‘＊ゞ [1577785502602006528].mp4,1182851,3.945941,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,2398111,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - needy + creamy asf💕! [1853145189801672704].mp4,1184759,4.342132,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1920,1080,2182815,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/mae - fine goth mommy in the black dress imma delete this later 😭 [1984699429014921216].mp4,1189127,8.684263,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1095431,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/sienna rae - it tastes so yummy [1845227181821071378].mp4,1203812,8.034104,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,1198701,moov-before-mdat,mobile-720p,yes
"/mnt/spirit-8tb/media/tempTwitter/🤠 briii 🤠 - The doctor said to take it easy, but I don’t think this is what he me... [1822085491346321408].mp4",1217460,9.241542,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,886,494,1053902,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/♡ Vanessa ♡︎ - Feeling touchy [1849518132408287232].mp4,1224523,3.575873,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1920,1080,2739522,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/Babydoll Hannah 🩷​ - Chudai 💦 [1957869905157480448].mp4,1252734,5.01551,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,1998176,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/natalie 🔅 - Chudai 😻 [1988272522388008962].mp4,1255299,12.120816,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,828524,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Throne 🍑 - Stay up late tonight and let me just trigger you with ass I never wan... [1987275642782494720].mp4,1260745,31.532698,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,848,464,319857,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ROXANNE 🖤 - Can you tell I love sucking @_daddyhokage cock 🍆💦🤍 [1795155162841088000].mp4,1265454,13.676553,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,540,960,740218,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - be honest does my ass look fat [1970274157222076416].mp4,1271896,6.222948,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1234,720,1635104,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/violet ♡ (Free OF) - can I put them in ur face or whatever ：3 [1945355378687893504].mp4,1285137,6.338333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1116,604,1622050,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/4’9 anal princess 👸 - Chudai？ 👃 [1981722506277933057].mp4,1295543,7.453605,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1440,1390514,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - 🎤 hello is this thing on… Asmr is back😩 [1863981284663631872].mp4,1305959,13.769433,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,758758,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Mili - Wataa 🥰 [1992664028326592512].mp4,1308574,3.065034,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1920,3415489,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/༺diosa༻ - wataa 🌼 [2012590227462684672].mp4,1311086,10.823333,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1280,720,969081,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝔟𝔦𝔫𝔞𝔟𝔞𝔢 - Treat me like a good girl &lt;3  #nsfwtwtًً #alt #asian [2017156322467192832].mp4,1325854,7.061333,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1502100,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/my.cos🍃 - Good night my gooners 🖤 #alt #asia #egirl #fishnets #goth #goonette #... [2017156322467192832].mp4,1325854,7.061333,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1502100,moov-before-mdat,remux-faststart-only,yes
"/mnt/spirit-8tb/media/tempTwitter/G00NER GIRL🎀 - OOPS, I DROPPED MY KEYS👀🎀😵‍💫 [1968128350079377408].mp4",1342409,13.722993,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,540,960,782575,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/lil cutie kay 💞 - WATAA 🍑  🔗👇 [1980728194110984192].mp4,1356227,5.897868,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,1350,1839616,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/He 𓆈 21+ - Let my lips empty you 💋💦💦 [2002298401384529920].mp4,1361140,14.582132,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,956,746744,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - 123 for gf [1999504172576849920].mp4,1366841,5.828209,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1876172,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝔟𝔦𝔫𝔞𝔟𝔞𝔢 - Cum for me baby &lt;3  #nsfwtwtًً  #asian #alt [2017877491700965376].mp4,1413717,10.112,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,854,480,1118446,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Mittens - Mittens - Small forehead ones have a special place in my heart [2024542299502333952].mp4,1420482,16.718367,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,679722,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Jey Lilli - Wataa [2019795638834114560].mp4,1423418,10.518639,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1082587,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ROXANNE 🖤 - Huge balls 😳💦 + big dick 🍆 #1 [1900691194310782977].mp4,1460947,6.989206,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1672232,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Miyu Marzipan NSFW - First date went well.. [1981235097446629376].mp4,1496428,9.11867,"mov,mp4,m4a,3gp,3g2,mj2",h264,,710,1280,1312847,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - we almost got caught ˚. ᵎᵎ [1820521475423477760].mp4,1511231,9.566621,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1686,720,1263753,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/milktea - omg i need to recreate 😭 [1998631921882939392].mp4,1513132,21.780317,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,480,852,555779,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - my girlfriend application  ♡ [1886132641973325826].mp4,1534912,7.430385,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1744,1080,1652578,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/ICuckoldress ｜ Top 0.12% on onlyfans - Why do the smallest little cucks always make the most mess？ [1981903935024553985].mp4,1537484,10.4722,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1174526,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - fill my mouth？ ᡣ𐭩•.＊+ [1800591943472164865].mp4,1541438,19.063583,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1080,606,646861,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/🥥 𝙇𝘼𝙏𝘼𝙈 🥥 - cartels collectively trembling [1982485817214828544].mp4,1542958,15.092971,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,576,1024,817841,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/No PPV Bella - Wataa [1960523108604911618].mp4,1556195,9.195102,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1353933,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - spanking and whimpering combo maxxing [1992703038751133696].mp4,1576335,10.634739,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1185800,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/giddy - India Love shows her INSANE talent on stream 👀🔥 [1986547564741562368].mp4,1593499,13.235374,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,963175,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Nickii - CHUDAI 💦 [1939396019579457536].mp4,1594157,8.034104,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1587389,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/hennie ：3 - Wataa 🍒 [1993503856429613056].mp4,1615978,10.10068,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1279896,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - so sticky ( ⸝⸝´꒳`⸝⸝) [1808562808629743616].mp4,1681184,20.990839,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,640730,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mishka ౨ৎ - pov： we corner you in the mall [2013376137045360640].mp4,1707048,11.563537,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1180986,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐒ᩚ𝐄ᩚ𝐃ᩚ𝐀ᩚ𝐓ᩚ𝐄ᩚ𝐃ᩚ ᢉ𐭩🦇💓 - wataa 🙂‍↕️💗 [1903543657753399297].mp4,1714265,6.222948,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,2203797,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/BABYLING ♡ - can I give you head while you game？ 🤭 @Tae_Jun10 [1906432362197524480].mp4,1716233,11.935057,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,698,1280,1150381,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Gianna J - Does my ass look better in leggings or out？ 🤔 [1990611883624112128].mp4,1747018,17.786485,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,972,672,785773,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/star - stuffing my little throat ᰔ [1850966540834816000].mp4,1756794,10.0078,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1758,1080,1404339,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/DAY 🕷️ - wataa [1955412293010808832].mp4,1777320,11.865397,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1198321,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Adaora - It's a cræzy world 😔🤦🏻 [1990660660229816321].mp4,1784997,27.399546,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,360,640,521175,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/non aesthetic things - This hotel in China sends a dancing girl with your meal [1982520965536894976].mp4,1788464,15.082667,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,862,948619,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - horny gf vibes ;p 💦 [1871348900352638976].mp4,1794841,7.221406,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1920,1080,1988356,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/‧͙⁺˚＊･༓☾ bunny ☽༓･＊˚⁺‧͙ - Wataa [1960706224938213376].mp4,1800107,9.125442,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1578099,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝔟𝔦𝔫𝔞𝔟𝔞𝔢 - Heyyyyy ：3  #nsfwtwt #asian #alt [2016543857953865728].mp4,1838617,7.552,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1947687,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝔟𝔦𝔫𝔞𝔟𝔞𝔢 - Thanks for 1k &lt;3 [2018344774659416064].mp4,1856434,11.392,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1303675,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/lauren marie - wataa 👧🏼🍌 [1991651849355583488].mp4,1864992,11.563537,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1058,1290257,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝐵𝑖𝑥𝑖𝑒 - now imagine it on your 🍆 💦 [1704292116938018817].mp4,1871553,8.613152,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1738321,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/Wild content - Brooo [1982467502568243200].mp4,1892182,35.433651,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,616,427205,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - oops didn’t mean to post this [2011714328635002880].mp4,1902043,6.757007,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1704,1288,2251935,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/𝕯𝖆𝖉𝖉𝖞 𝕷𝖊𝖝 - May I sit？😝 [1888023438037528576].mp4,1905103,7.291066,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,2090342,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/l u c i ⪩⪨ - 👅watch closely [2003882782695583744].mp4,1922210,4.806531,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1920,1054,3199330,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/NASTY MEDIA 📺 - Wataa [1957438314077908992].mp4,1931658,13.606893,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,1135693,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - ＊rides u＊ [2004730975218241536].mp4,1948933,9.822041,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1587395,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/White girl booty 🍑🤍 - Hot white chick sucking dick 😋  #blowjob #dicksuck #suck #deepthroat ... [1962444480843587585].mp4,1954071,37.532,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,356,640,416513,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/‧͙⁺˚＊･༓☾ bunny ☽༓･＊˚⁺‧͙ - Wataa [1957978795262042113].mp4,1961837,11.958277,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1312454,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/mae - yes i can make it jiggle [2000349373579063296].mp4,1982264,15.58059,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1280,720,1017812,moov-before-mdat,remux-faststart-only,yes
"/mnt/spirit-8tb/media/tempTwitter/Pearl ✿ - Bye bye shorts, hello booottyyy!! [2006714277994868736].mp4",2003510,14.535692,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,960,1102670,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/♡ Vanessa ♡︎ - Oh hiiiii 👀 [1972689431162175489].mp4,2025460,5.3,"mov,mp4,m4a,3gp,3g2,mj2",h264,,1918,960,3057298,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/star - creamy girl ♡ [1905757413879545856].mp4,2047596,10.05424,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1298,720,1629239,moov-before-mdat,mobile-720p,yes
/mnt/spirit-8tb/media/tempTwitter/ᕱ⑅ᕱ - just a little clip gift for u guys for being so sweet ily guys ♡ more... [1578822936525361153].mp4,2054775,20.458021,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,1280,803508,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/li wei ~ neet little sister - oh hii mister i hope you dont mind but i caught a glimpse of you chan... [1991587951633907712].mp4,2055221,34.688,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1024,576,473990,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝓟𝓾𝓹𝓹𝔂𝓑𝓾𝓷𝓼 ໒꒰´ཀ`꒱১ - 1 thing about me： I fucking love sickboyrari [1948746221213945856].mp4,2068760,17.113107,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1078,582,967099,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/𝓟𝓾𝓹𝓹𝔂𝓑𝓾𝓷𝓼 ໒꒰´ཀ`꒱১ - Touching yourself？ This early？!？! On a Tuesday？!？!？!？! [1967964717252562944].mp4,2069163,32.624036,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,720,394,507395,moov-before-mdat,remux-faststart-only,yes
/mnt/spirit-8tb/media/tempTwitter/ramie - fine u can squish them ：3 [1883170770588676096].mp4,2077873,4.017052,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1920,1080,4138105,moov-before-mdat,mobile-720p,yes
